Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Offensive eFG%,Offensive TOV%,Offensive ORB%,Offensive FT/FGA,Defensive eFG%,Defensive TOV%,Defensive DRB%,Defensive FT/FGA,Arena,Attend.,Attend./G,season
2.0,Detroit Pistons,28.5,64.0,18.0,60.0,22.0,6.67,-0.44,6.24,110.8,103.1,7.7,86.8,0.297,0.221,0.535,0.497,11.2,28.9,0.216,0.477,13.7,71.2,0.191,The Palace of Auburn Hills,905116.0,22076.0,2006
3.0,Dallas Mavericks,27.5,60.0,22.0,58.0,24.0,6.07,-0.11,5.96,111.8,105.0,6.8,87.8,0.364,0.175,0.55,0.495,13.1,31.8,0.285,0.475,13.7,72.2,0.257,American Airlines Center,824693.0,20114.0,2006
4.0,Phoenix Suns,27.5,54.0,28.0,55.0,27.0,5.55,-0.07,5.48,111.5,105.8,5.7,95.8,0.206,0.293,0.568,0.537,12.2,22.1,0.166,0.49,13.2,72.1,0.2,America West Arena,730179.0,17809.0,2006
5.0,Memphis Grizzlies,28.1,49.0,33.0,52.0,30.0,3.7,0.05,3.74,105.9,101.6,4.3,86.3,0.339,0.258,0.537,0.496,13.9,25.8,0.241,0.469,14.7,72.0,0.237,FedEx Forum,647533.0,15793.0,2006
6.0,Miami Heat,29.2,52.0,30.0,52.0,30.0,3.87,-0.27,3.59,108.7,104.5,4.2,91.6,0.363,0.227,0.556,0.517,13.9,26.7,0.254,0.477,12.4,76.4,0.251,AmericanAirlines Arena,818149.0,19955.0,2006
7.0,Los Angeles Lakers,25.1,45.0,37.0,48.0,34.0,2.5,0.03,2.53,108.4,105.7,2.7,90.9,0.329,0.24,0.539,0.495,13.1,28.8,0.245,0.486,13.4,73.6,0.242,STAPLES Center,774189.0,18883.0,2006
8.0,Cleveland Cavaliers,27.1,50.0,32.0,48.0,34.0,2.23,-0.06,2.17,107.8,105.4,2.4,89.8,0.362,0.228,0.538,0.492,13.3,28.4,0.263,0.49,12.8,75.7,0.226,Gund Arena,792391.0,19327.0,2006
9.0,Indiana Pacers,27.3,41.0,41.0,47.0,35.0,1.89,-0.27,1.62,104.5,102.4,2.1,89.7,0.344,0.245,0.533,0.487,14.8,27.1,0.254,0.464,13.0,72.6,0.232,Conseco Fieldhouse,663368.0,16180.0,2006
10.0,Washington Wizards,26.5,42.0,40.0,46.0,36.0,1.85,-0.29,1.57,109.3,107.3,2.0,92.3,0.375,0.209,0.538,0.484,12.8,29.5,0.284,0.504,15.1,70.9,0.256,MCI Center,705062.0,17197.0,2006
11.0,Sacramento Kings,27.2,44.0,38.0,45.0,37.0,1.54,0.07,1.61,106.7,105.0,1.7,91.9,0.334,0.217,0.544,0.492,13.9,25.4,0.262,0.488,13.7,72.2,0.21,ARCO Arena (II),709997.0,17317.0,2006
12.0,Los Angeles Clippers,26.8,47.0,35.0,46.0,36.0,1.57,0.18,1.75,105.3,103.6,1.7,91.7,0.332,0.131,0.54,0.487,13.8,25.4,0.263,0.471,12.2,75.9,0.24,STAPLES Center,712409.0,17376.0,2006
13.0,New Jersey Nets,28.6,49.0,33.0,45.0,37.0,1.37,-0.26,1.11,103.9,102.4,1.5,89.8,0.346,0.229,0.528,0.478,13.3,24.0,0.262,0.476,14.0,76.3,0.266,Continental Airlines Arena,691543.0,16867.0,2006
14.0,Chicago Bulls,24.1,41.0,41.0,43.0,39.0,0.63,-0.12,0.51,104.0,103.4,0.6,92.9,0.292,0.219,0.527,0.487,13.9,26.3,0.216,0.464,13.9,74.7,0.295,United Center,868720.0,21188.0,2006
15.0,Denver Nuggets,27.4,44.0,38.0,42.0,40.0,0.23,0.13,0.36,105.5,105.2,0.3,93.9,0.347,0.161,0.535,0.488,13.7,26.8,0.258,0.493,14.7,72.0,0.227,Pepsi Center,702555.0,17135.0,2006
16.0,Milwaukee Bucks,25.5,40.0,42.0,38.0,44.0,-1.04,-0.04,-1.07,106.3,107.4,-1.1,91.2,0.322,0.203,0.535,0.492,13.8,27.3,0.238,0.504,13.8,74.6,0.262,Bradley Center,681337.0,16618.0,2006
17.0,Orlando Magic,25.5,36.0,46.0,38.0,44.0,-1.07,-0.18,-1.26,106.3,107.5,-1.2,88.3,0.369,0.129,0.543,0.496,14.7,28.5,0.27,0.49,13.0,72.5,0.264,TD Waterhouse Centre,638005.0,15561.0,2006
18.0,Golden State Warriors,25.6,34.0,48.0,37.0,45.0,-1.35,0.25,-1.11,104.8,106.2,-1.4,93.3,0.323,0.27,0.521,0.479,13.0,26.9,0.232,0.492,14.1,71.6,0.243,Oakland Arena,749185.0,18273.0,2006
19.0,Houston Rockets,28.8,34.0,48.0,36.0,46.0,-1.59,0.28,-1.3,101.6,103.3,-1.7,88.0,0.317,0.226,0.519,0.471,14.3,25.5,0.24,0.472,13.1,74.6,0.247,Toyota Center,636110.0,15515.0,2006
20.0,Boston Celtics,25.3,33.0,49.0,37.0,45.0,-1.54,-0.05,-1.59,105.2,106.9,-1.7,92.2,0.349,0.204,0.551,0.504,15.7,25.5,0.263,0.49,13.8,72.8,0.282,TD Banknorth Garden,692873.0,16899.0,2006
21.0,Minnesota Timberwolves,26.7,33.0,49.0,35.0,47.0,-1.88,0.13,-1.75,102.4,104.5,-2.1,88.8,0.299,0.149,0.524,0.48,14.2,25.2,0.226,0.475,13.4,71.3,0.236,Target Center,662167.0,16150.0,2006
22.0,Philadelphia 76ers,26.5,38.0,44.0,35.0,47.0,-1.95,-0.15,-2.1,106.0,108.1,-2.1,92.7,0.356,0.158,0.538,0.487,13.3,25.6,0.27,0.5,14.3,71.3,0.24,Wachovia Center,677278.0,16519.0,2006
23.0,Utah Jazz,25.6,41.0,41.0,33.0,49.0,-2.63,0.14,-2.49,104.1,107.0,-2.9,87.8,0.397,0.149,0.519,0.467,15.0,32.4,0.286,0.49,14.0,73.2,0.303,Delta Center,751621.0,18332.0,2006
24.0,New Orleans/Oklahoma City Hornets,26.3,38.0,44.0,33.0,49.0,-2.82,0.31,-2.51,103.7,106.8,-3.1,89.0,0.339,0.138,0.515,0.464,12.9,26.9,0.257,0.502,14.3,73.4,0.243,Ford Center,744920.0,18717.0,2006
25.0,Toronto Raptors,25.9,27.0,55.0,33.0,49.0,-2.99,-0.04,-3.03,109.5,112.7,-3.2,91.1,0.315,0.244,0.548,0.5,12.4,25.4,0.249,0.53,13.5,73.3,0.263,Air Canada Centre,699332.0,17057.0,2006
26.0,Seattle SuperSonics,25.6,35.0,47.0,33.0,49.0,-3.02,0.15,-2.88,111.1,114.4,-3.3,91.6,0.314,0.243,0.551,0.504,13.7,30.4,0.246,0.527,13.6,69.0,0.26,KeyArena at Seattle Center,664157.0,16199.0,2006
27.0,Charlotte Bobcats,25.2,26.0,56.0,30.0,52.0,-4.0,0.1,-3.9,102.5,106.7,-4.2,93.4,0.319,0.184,0.509,0.464,13.0,27.1,0.233,0.514,16.5,70.7,0.263,Charlotte Bobcats Arena,671011.0,16366.0,2006
28.0,Atlanta Hawks,22.7,26.0,56.0,28.0,54.0,-4.76,0.07,-4.69,106.4,111.6,-5.2,90.4,0.34,0.178,0.534,0.486,14.7,31.4,0.255,0.513,14.1,69.5,0.275,Philips Arena,617817.0,15069.0,2006
29.0,New York Knicks,25.6,23.0,59.0,24.0,58.0,-6.4,0.11,-6.3,104.0,111.0,-7.0,90.8,0.417,0.142,0.534,0.481,16.5,31.2,0.303,0.511,13.4,72.8,0.294,Madison Square Garden (IV),776176.0,18931.0,2006
30.0,Portland Trail Blazers,24.6,21.0,61.0,16.0,66.0,-9.45,0.54,-8.91,101.1,111.9,-10.8,87.6,0.31,0.166,0.511,0.474,14.5,26.6,0.214,0.507,12.6,68.2,0.231,Rose Garden Arena,617019.0,15049.0,2006
1.0,San Antonio Spurs,30.4,58.0,24.0,64.0,18.0,8.43,-0.08,8.35,109.2,99.9,9.3,89.8,0.313,0.247,0.561,0.521,13.6,24.2,0.235,0.471,14.0,75.7,0.201,AT&T Center,764823.0,18654.0,2007
2.0,Dallas Mavericks,28.1,67.0,15.0,61.0,21.0,7.22,0.06,7.28,111.3,103.2,8.1,89.5,0.317,0.218,0.559,0.509,13.4,28.7,0.256,0.477,14.2,75.0,0.265,American Airlines Center,834411.0,20351.0,2007
3.0,Phoenix Suns,27.6,61.0,21.0,59.0,23.0,7.3,-0.03,7.28,113.9,106.4,7.5,95.6,0.267,0.287,0.59,0.551,13.4,22.7,0.215,0.492,13.6,71.9,0.206,US Airways Center,755302.0,18422.0,2007
4.0,Chicago Bulls,26.0,49.0,33.0,55.0,27.0,5.01,-0.49,4.52,104.9,99.6,5.3,93.6,0.313,0.186,0.534,0.493,14.7,28.6,0.229,0.473,16.2,74.3,0.252,United Center,912364.0,22253.0,2007
5.0,Houston Rockets,28.2,52.0,30.0,55.0,27.0,4.85,0.19,5.04,106.0,100.7,5.3,90.7,0.292,0.29,0.54,0.499,13.6,25.7,0.22,0.466,13.6,77.0,0.23,Toyota Center,678362.0,16545.0,2007
6.0,Detroit Pistons,29.0,53.0,29.0,53.0,29.0,4.16,-0.47,3.69,108.9,104.2,4.7,87.3,0.307,0.201,0.535,0.488,12.0,28.3,0.237,0.477,14.3,70.9,0.234,The Palace of Auburn Hills,905116.0,22076.0,2007
7.0,Cleveland Cavaliers,26.9,50.0,32.0,52.0,30.0,3.83,-0.5,3.33,105.5,101.3,4.2,90.8,0.32,0.211,0.522,0.484,13.4,29.7,0.223,0.48,14.7,75.8,0.243,Quicken Loans Arena,837883.0,20436.0,2007
8.0,Utah Jazz,25.9,51.0,31.0,49.0,33.0,2.87,0.2,3.06,110.1,107.0,3.1,91.6,0.38,0.163,0.551,0.502,14.5,31.7,0.283,0.496,14.4,75.1,0.314,EnergySolutions Arena,802214.0,19566.0,2007
9.0,Denver Nuggets,26.5,45.0,37.0,45.0,37.0,1.62,0.07,1.69,107.6,105.9,1.7,97.4,0.36,0.212,0.548,0.501,14.6,28.9,0.268,0.499,14.5,71.8,0.203,Pepsi Center,706437.0,17230.0,2007
10.0,Toronto Raptors,26.0,47.0,35.0,44.0,38.0,0.99,-0.38,0.61,107.0,106.0,1.0,92.6,0.303,0.224,0.55,0.504,13.0,22.2,0.239,0.503,14.3,74.5,0.219,Air Canada Centre,748603.0,18259.0,2007
11.0,Orlando Magic,25.6,40.0,42.0,43.0,39.0,0.78,-0.43,0.35,104.9,104.1,0.8,89.9,0.393,0.158,0.544,0.5,16.3,29.3,0.276,0.48,14.6,73.7,0.286,Amway Arena,700887.0,17095.0,2007
12.0,Los Angeles Lakers,25.3,42.0,40.0,41.0,41.0,-0.07,0.32,0.24,108.6,108.6,0.0,93.5,0.333,0.259,0.554,0.511,14.3,26.1,0.249,0.5,13.5,72.3,0.262,STAPLES Center,778415.0,18986.0,2007
13.0,Golden State Warriors,24.6,42.0,40.0,40.0,42.0,-0.34,0.34,0.0,107.0,107.4,-0.4,99.2,0.3,0.279,0.548,0.512,14.1,25.6,0.215,0.506,16.1,69.6,0.264,Oracle Arena,742267.0,18104.0,2007
14.0,Washington Wizards,26.8,41.0,41.0,40.0,42.0,-0.51,-0.28,-0.8,110.1,110.6,-0.5,94.1,0.356,0.237,0.542,0.491,12.6,28.1,0.272,0.517,14.4,71.0,0.249,Verizon Center,753283.0,18373.0,2007
15.0,Los Angeles Clippers,27.5,40.0,42.0,40.0,42.0,-0.46,0.39,-0.07,105.1,105.6,-0.5,90.8,0.355,0.143,0.537,0.481,14.5,27.2,0.28,0.488,13.3,74.7,0.249,STAPLES Center,755261.0,18421.0,2007
16.0,New Jersey Nets,28.2,41.0,41.0,39.0,43.0,-0.77,-0.23,-1.0,105.7,106.6,-0.9,91.4,0.338,0.263,0.546,0.504,14.2,24.6,0.245,0.49,13.7,74.4,0.266,Continental Airlines Arena,693955.0,16926.0,2007
17.0,Miami Heat,29.3,44.0,38.0,38.0,44.0,-0.91,-0.29,-1.21,104.3,105.3,-1.0,89.9,0.321,0.245,0.541,0.506,14.3,24.9,0.222,0.485,13.8,73.3,0.232,AmericanAirlines Arena,808541.0,19721.0,2007
18.0,New Orleans/Oklahoma City Hornets,26.4,39.0,43.0,36.0,46.0,-1.57,0.38,-1.19,104.8,106.5,-1.7,90.2,0.291,0.188,0.52,0.479,13.6,29.1,0.215,0.499,13.2,74.7,0.212,Ford Center,731165.0,17954.0,2007
19.0,Sacramento Kings,27.3,33.0,49.0,36.0,46.0,-1.8,0.46,-1.35,106.2,108.0,-1.8,94.8,0.379,0.232,0.545,0.491,13.5,23.1,0.289,0.513,14.9,72.5,0.24,ARCO Arena (II),709997.0,17317.0,2007
20.0,Indiana Pacers,27.2,35.0,47.0,34.0,48.0,-2.44,-0.18,-2.62,102.9,105.5,-2.6,92.4,0.324,0.212,0.523,0.474,15.1,28.4,0.246,0.491,14.8,72.7,0.271,Conseco Fieldhouse,629750.0,15360.0,2007
21.0,Seattle SuperSonics,25.9,31.0,51.0,33.0,49.0,-2.89,0.45,-2.45,107.2,110.3,-3.1,91.8,0.288,0.219,0.544,0.499,14.5,27.8,0.228,0.515,14.1,70.9,0.243,KeyArena at Seattle Center,654163.0,15955.0,2007
22.0,New York Knicks,25.4,33.0,49.0,33.0,49.0,-2.85,-0.21,-3.06,105.7,108.8,-3.1,90.8,0.377,0.216,0.539,0.494,15.9,31.0,0.27,0.504,13.0,74.0,0.246,Madison Square Garden (IV),770617.0,18796.0,2007
23.0,Philadelphia 76ers,26.2,35.0,47.0,32.0,50.0,-3.02,-0.23,-3.26,103.6,106.9,-3.3,90.7,0.333,0.128,0.53,0.48,14.6,27.2,0.255,0.501,14.7,70.8,0.221,Wachovia Center,608603.0,14844.0,2007
24.0,Boston Celtics,23.5,24.0,58.0,31.0,51.0,-3.41,-0.29,-3.7,103.2,106.9,-3.7,92.0,0.337,0.199,0.53,0.479,15.4,27.0,0.259,0.502,14.5,73.8,0.28,TD Banknorth Garden,690576.0,16843.0,2007
25.0,Minnesota Timberwolves,27.7,32.0,50.0,30.0,52.0,-3.67,0.51,-3.16,103.9,107.9,-4.0,91.0,0.291,0.167,0.537,0.49,14.8,25.1,0.231,0.498,13.3,72.1,0.226,Target Center,655947.0,15999.0,2007
26.0,Charlotte Bobcats,25.5,33.0,49.0,30.0,52.0,-3.74,-0.22,-3.97,103.6,107.6,-4.0,92.0,0.322,0.193,0.524,0.48,13.9,26.4,0.236,0.5,14.7,71.6,0.279,Charlotte Bobcats Arena,637520.0,15549.0,2007
27.0,Milwaukee Bucks,26.0,28.0,54.0,29.0,53.0,-4.38,-0.06,-4.43,107.0,111.7,-4.7,92.3,0.286,0.219,0.541,0.504,14.1,27.6,0.209,0.522,14.5,68.1,0.234,Bradley Center,663629.0,16186.0,2007
28.0,Portland Trail Blazers,24.4,32.0,50.0,29.0,53.0,-4.29,0.51,-3.78,105.1,109.9,-4.8,88.3,0.314,0.193,0.53,0.483,14.5,28.2,0.241,0.508,13.5,73.0,0.267,Rose Garden Arena,670778.0,16360.0,2007
29.0,Atlanta Hawks,24.1,30.0,52.0,27.0,55.0,-4.76,-0.1,-4.86,103.0,108.3,-5.3,90.0,0.346,0.163,0.523,0.471,15.1,29.2,0.263,0.503,14.5,70.9,0.268,Philips Arena,639375.0,15595.0,2007
30.0,Memphis Grizzlies,26.2,22.0,60.0,27.0,55.0,-5.15,0.71,-4.44,106.9,112.3,-5.4,93.6,0.374,0.211,0.555,0.504,15.2,25.9,0.285,0.529,14.0,71.1,0.237,FedEx Forum,600836.0,14655.0,2007
1.0,Boston Celtics,27.9,66.0,16.0,67.0,15.0,10.26,-0.95,9.3,110.2,98.9,11.3,90.9,0.346,0.249,0.569,0.522,14.7,26.6,0.267,0.457,15.2,74.4,0.253,TD Banknorth Garden,763584.0,18624.0,2008
2.0,Detroit Pistons,28.3,59.0,23.0,62.0,20.0,7.39,-0.72,6.67,111.4,102.9,8.5,87.3,0.3,0.203,0.539,0.495,11.4,29.4,0.23,0.47,13.4,73.7,0.244,The Palace of Auburn Hills,905116.0,22076.0,2008
3.0,Los Angeles Lakers,26.7,57.0,25.0,59.0,23.0,7.26,0.09,7.34,113.0,105.5,7.5,95.6,0.333,0.257,0.57,0.525,12.9,26.3,0.256,0.485,12.9,73.4,0.214,STAPLES Center,778877.0,18997.0,2008
4.0,Utah Jazz,25.3,54.0,28.0,59.0,23.0,6.88,-0.01,6.86,113.8,106.5,7.3,93.2,0.349,0.166,0.573,0.528,13.6,29.5,0.265,0.501,15.0,74.1,0.294,EnergySolutions Arena,816211.0,19908.0,2008
5.0,Orlando Magic,26.7,52.0,30.0,56.0,26.0,5.46,-0.68,4.79,111.3,105.5,5.8,93.4,0.355,0.322,0.575,0.537,13.6,23.4,0.256,0.484,12.3,74.8,0.217,Amway Arena,709346.0,17301.0,2008
6.0,New Orleans Hornets,27.1,56.0,26.0,56.0,26.0,5.28,0.18,5.46,111.5,105.7,5.8,89.9,0.251,0.239,0.548,0.512,11.4,27.0,0.193,0.501,13.5,75.4,0.184,New Orleans Arena,581432.0,14181.0,2008
7.0,San Antonio Spurs,31.4,56.0,26.0,55.0,27.0,4.79,0.31,5.1,107.2,101.8,5.4,88.8,0.276,0.251,0.543,0.504,12.6,23.4,0.21,0.477,12.8,77.1,0.201,AT&T Center,761149.0,18565.0,2008
8.0,Houston Rockets,28.3,55.0,27.0,55.0,27.0,4.68,0.15,4.83,106.8,101.6,5.2,90.4,0.276,0.255,0.528,0.492,13.0,29.1,0.2,0.465,12.8,74.8,0.214,Toyota Center,718524.0,17525.0,2008
9.0,Phoenix Suns,29.3,55.0,27.0,54.0,28.0,5.05,0.09,5.14,113.3,108.1,5.2,96.7,0.292,0.26,0.59,0.551,13.4,22.4,0.228,0.488,11.8,70.9,0.191,US Airways Center,755302.0,18422.0,2008
10.0,Dallas Mavericks,28.9,51.0,31.0,54.0,28.0,4.54,0.16,4.7,111.1,106.1,5.0,90.2,0.318,0.215,0.554,0.502,12.3,26.7,0.259,0.474,11.7,75.0,0.252,American Airlines Center,831738.0,20286.0,2008
11.0,Denver Nuggets,28.5,50.0,32.0,51.0,31.0,3.71,0.03,3.74,110.0,106.3,3.7,99.7,0.358,0.228,0.557,0.51,12.9,25.5,0.269,0.499,14.1,72.1,0.203,Pepsi Center,711962.0,17365.0,2008
12.0,Toronto Raptors,26.3,41.0,41.0,49.0,33.0,2.9,-0.44,2.47,110.2,107.0,3.2,90.2,0.247,0.217,0.551,0.511,11.4,23.4,0.2,0.505,13.5,75.0,0.205,Air Canada Centre,796835.0,19435.0,2008
13.0,Golden State Warriors,25.5,48.0,34.0,47.0,35.0,2.21,0.17,2.38,111.8,109.5,2.3,98.8,0.276,0.295,0.548,0.511,11.5,27.2,0.208,0.509,14.7,70.3,0.258,Oracle Arena,804864.0,19631.0,2008
14.0,Philadelphia 76ers,25.3,40.0,42.0,42.0,40.0,0.41,-0.23,0.19,106.4,106.0,0.4,90.4,0.321,0.143,0.522,0.482,13.4,31.8,0.227,0.504,15.1,72.0,0.205,Wachovia Center,609675.0,14870.0,2008
15.0,Washington Wizards,27.2,43.0,39.0,40.0,42.0,-0.33,-0.28,-0.61,109.2,109.6,-0.4,89.5,0.297,0.241,0.535,0.489,12.5,28.9,0.233,0.513,13.5,72.8,0.217,Verizon Center,736461.0,17962.0,2008
16.0,Cleveland Cavaliers,27.1,45.0,37.0,40.0,42.0,-0.35,-0.17,-0.53,106.0,106.4,-0.4,90.2,0.308,0.231,0.52,0.48,13.1,30.4,0.221,0.494,12.9,75.9,0.24,Quicken Loans Arena,839074.0,20465.0,2008
17.0,Portland Trail Blazers,24.1,41.0,41.0,38.0,44.0,-0.98,0.45,-0.52,107.3,108.4,-1.1,87.9,0.281,0.218,0.532,0.489,12.6,26.8,0.216,0.491,12.1,71.8,0.212,Rose Garden Arena,801566.0,19550.0,2008
18.0,Indiana Pacers,26.7,36.0,46.0,37.0,45.0,-1.4,-0.46,-1.87,106.0,107.5,-1.5,97.7,0.292,0.289,0.54,0.498,13.5,24.4,0.224,0.498,14.1,73.9,0.271,Conseco Fieldhouse,501092.0,12222.0,2008
19.0,Atlanta Hawks,24.2,37.0,45.0,36.0,46.0,-1.82,-0.41,-2.23,106.9,108.9,-2.0,91.1,0.34,0.165,0.535,0.483,14.0,29.7,0.263,0.501,12.9,71.7,0.217,Philips Arena,667518.0,16281.0,2008
20.0,Sacramento Kings,27.3,38.0,44.0,35.0,47.0,-2.26,0.4,-1.86,107.5,109.9,-2.4,94.7,0.346,0.208,0.556,0.503,14.8,25.2,0.276,0.51,13.9,71.7,0.256,ARCO Arena (II),580181.0,14151.0,2008
21.0,Chicago Bulls,25.7,33.0,49.0,32.0,50.0,-3.09,-0.11,-3.19,103.9,107.2,-3.3,93.0,0.296,0.19,0.515,0.47,13.4,28.9,0.223,0.496,14.2,73.1,0.258,United Center,901502.0,21988.0,2008
22.0,Charlotte Bobcats,26.3,32.0,50.0,29.0,53.0,-4.38,-0.11,-4.49,104.6,109.4,-4.8,91.8,0.323,0.22,0.532,0.492,13.9,25.6,0.23,0.505,13.4,71.0,0.235,Charlotte Bobcats Arena,603403.0,14717.0,2008
23.0,New Jersey Nets,27.4,34.0,48.0,27.0,55.0,-5.06,-0.09,-5.15,104.0,109.4,-5.4,91.5,0.347,0.222,0.528,0.481,14.2,26.6,0.255,0.497,12.7,73.8,0.271,Izod Center,641921.0,15657.0,2008
24.0,Memphis Grizzlies,24.5,22.0,60.0,25.0,57.0,-6.21,0.45,-5.76,105.0,111.4,-6.4,95.3,0.311,0.264,0.539,0.5,14.0,23.8,0.225,0.521,12.2,73.4,0.196,FedEx Forum,523578.0,12770.0,2008
25.0,New York Knicks,25.7,23.0,59.0,23.0,59.0,-6.61,0.06,-6.55,104.7,111.9,-7.2,91.6,0.31,0.215,0.518,0.475,13.4,28.6,0.226,0.518,12.1,72.7,0.229,Madison Square Garden (IV),783739.0,19116.0,2008
26.0,Minnesota Timberwolves,24.6,22.0,60.0,23.0,59.0,-6.78,0.52,-6.26,103.8,111.2,-7.4,91.9,0.248,0.185,0.518,0.484,13.6,27.5,0.183,0.513,12.9,73.6,0.269,Target Center,593537.0,14477.0,2008
27.0,Milwaukee Bucks,25.8,26.0,56.0,23.0,59.0,-6.89,-0.03,-6.92,105.3,112.8,-7.5,91.3,0.294,0.195,0.522,0.482,13.7,30.0,0.215,0.524,13.0,73.0,0.25,Bradley Center,639421.0,15596.0,2008
28.0,Los Angeles Clippers,28.5,23.0,59.0,21.0,61.0,-7.27,0.71,-6.56,101.2,109.1,-7.9,92.1,0.338,0.167,0.519,0.465,13.7,23.1,0.264,0.503,12.8,73.1,0.236,STAPLES Center,692408.0,16888.0,2008
29.0,Seattle SuperSonics,25.4,20.0,62.0,19.0,63.0,-8.76,0.72,-8.04,100.5,109.5,-9.0,96.3,0.265,0.134,0.509,0.467,14.3,26.8,0.204,0.503,11.9,73.7,0.215,KeyArena at Seattle Center,547556.0,13355.0,2008
30.0,Miami Heat,27.4,15.0,67.0,18.0,64.0,-8.65,0.11,-8.53,100.5,110.0,-9.5,90.2,0.3,0.217,0.522,0.482,14.4,22.1,0.218,0.51,13.6,71.9,0.245,AmericanAirlines Arena,798004.0,19464.0,2008
1.0,Cleveland Cavaliers,26.6,66.0,16.0,65.0,17.0,8.93,-0.25,8.68,112.4,102.4,10.0,88.7,0.312,0.259,0.56,0.519,12.5,27.7,0.236,0.468,13.5,74.6,0.226,Quicken Loans Arena,841000.0,20512.0,2009
2.0,Boston Celtics,27.8,62.0,20.0,61.0,21.0,7.51,-0.07,7.44,110.5,102.3,8.2,90.4,0.328,0.214,0.571,0.528,15.0,27.9,0.251,0.47,14.0,75.6,0.253,TD Banknorth Garden,763584.0,18624.0,2009
3.0,Los Angeles Lakers,27.4,65.0,17.0,61.0,21.0,7.66,-0.55,7.11,112.8,104.7,8.1,94.3,0.299,0.217,0.555,0.513,12.3,29.4,0.23,0.49,14.2,73.0,0.213,STAPLES Center,778877.0,18997.0,2009
4.0,Orlando Magic,27.3,59.0,23.0,59.0,23.0,6.7,-0.21,6.48,109.2,101.9,7.3,92.3,0.351,0.335,0.559,0.52,13.4,24.0,0.251,0.465,12.3,75.9,0.209,Amway Arena,698768.0,17043.0,2009
5.0,Portland Trail Blazers,24.0,54.0,28.0,56.0,26.0,5.34,-0.35,5.0,113.9,107.8,6.1,86.6,0.306,0.239,0.553,0.511,12.5,32.6,0.234,0.499,13.2,75.0,0.227,Rose Garden Arena,841499.0,20524.0,2009
6.0,Houston Rockets,27.9,53.0,29.0,53.0,29.0,4.0,-0.27,3.73,108.4,104.0,4.4,90.2,0.292,0.254,0.548,0.501,13.6,26.4,0.235,0.479,11.9,75.3,0.192,Toyota Center,717669.0,17504.0,2009
7.0,San Antonio Spurs,30.4,54.0,28.0,52.0,30.0,3.76,-0.4,3.36,108.5,104.3,4.2,88.4,0.251,0.248,0.548,0.513,11.7,22.1,0.191,0.487,11.7,78.0,0.191,AT&T Center,749048.0,18269.0,2009
8.0,Denver Nuggets,27.7,54.0,28.0,50.0,32.0,3.41,-0.29,3.13,110.4,106.8,3.6,94.3,0.382,0.227,0.563,0.512,14.2,27.5,0.29,0.485,14.1,71.7,0.259,Pepsi Center,706165.0,17224.0,2009
9.0,Utah Jazz,25.5,48.0,34.0,48.0,34.0,2.65,-0.34,2.31,110.1,107.3,2.8,93.1,0.355,0.169,0.554,0.504,13.6,28.2,0.274,0.505,15.0,72.7,0.262,EnergySolutions Arena,816042.0,19903.0,2009
10.0,Dallas Mavericks,29.0,50.0,32.0,47.0,35.0,1.98,-0.3,1.68,110.5,108.4,2.1,91.5,0.274,0.241,0.55,0.504,12.1,26.6,0.224,0.493,12.3,74.6,0.225,American Airlines Center,821723.0,20042.0,2009
11.0,Phoenix Suns,29.5,46.0,36.0,46.0,36.0,1.93,-0.31,1.62,113.6,111.6,2.0,96.0,0.336,0.216,0.584,0.545,14.4,27.7,0.25,0.511,12.8,71.7,0.233,US Airways Center,755302.0,18422.0,2009
12.0,Atlanta Hawks,25.8,47.0,35.0,46.0,36.0,1.57,0.13,1.7,109.3,107.6,1.7,89.6,0.323,0.253,0.546,0.504,12.5,26.0,0.238,0.494,13.2,71.6,0.21,Philips Arena,686688.0,16748.0,2009
13.0,New Orleans Hornets,28.2,49.0,33.0,46.0,36.0,1.55,-0.14,1.41,108.7,107.0,1.7,87.8,0.288,0.24,0.548,0.501,12.5,24.6,0.232,0.496,13.2,74.9,0.23,New Orleans Arena,695727.0,16969.0,2009
14.0,Miami Heat,25.6,43.0,39.0,42.0,40.0,0.26,0.23,0.49,107.8,107.6,0.2,89.9,0.282,0.245,0.54,0.5,12.1,24.6,0.212,0.501,14.5,72.9,0.251,AmericanAirlines Arena,748778.0,18263.0,2009
15.0,Philadelphia 76ers,26.1,41.0,41.0,41.0,41.0,0.07,0.09,0.16,107.9,107.8,0.1,90.0,0.339,0.164,0.532,0.485,13.4,31.3,0.253,0.507,14.9,71.4,0.216,Wachovia Center,647898.0,15802.0,2009
16.0,Chicago Bulls,24.9,41.0,41.0,40.0,42.0,-0.28,0.12,-0.16,108.4,108.7,-0.3,93.1,0.3,0.189,0.541,0.493,13.3,28.0,0.239,0.493,13.1,70.9,0.238,United Center,868667.0,21187.0,2009
17.0,Detroit Pistons,28.2,39.0,43.0,40.0,42.0,-0.49,0.13,-0.36,107.4,108.0,-0.6,86.7,0.282,0.165,0.524,0.483,11.7,27.9,0.212,0.485,11.7,74.0,0.248,The Palace of Auburn Hills,896971.0,21877.0,2009
